elapsed_s,pid,raw,bytes
25.779,2210B4,"6210B423",0x23(35)
27.068,2210A8,"6210A800",0x00(0)
27.122,2210B0,"6210B028",0x28(40)
27.181,2210B9,"6210B914",0x14(20)
28.352,223050,"OK",ERR
28.402,2210D2,"OK",ERR
29.556,2210A8,"6210A800",0x00(0)
29.713,2210B0,"6210B028",0x28(40)
29.913,2210B9,"6210B917",0x17(23)
31.188,2210A8,"6210A84B",0x4B(75)
31.237,2210B0,"6210B028",0x28(40)
31.302,2210B9,"6210B913",0x13(19)
32.030,2210B1,"6210B100",0x00(0)
32.087,2210C1,"6210C12C",0x2C(44)
32.162,2210B4,"6210B42E",0x2E(46)
33.062,2210A8,"6210A800",0x00(0)
33.119,2210B0,"6210B028",0x28(40)
33.171,2210B9,"6210B917",0x17(23)
34.099,223050,"7F2231",ERR
34.235,2210D2,"6210D23B",0x3B(59)
35.134,2210A8,"6210A800",0x00(0)
35.190,2210B0,"6210B028",0x28(40)
35.243,2210B9,"6210B914",0x14(20)
36.736,2210A8,"6210A84B",0x4B(75)
36.790,2210B0,"6210B028",0x28(40)
36.845,2210B9,"6210B915",0x15(21)
38.024,2210A8,"6210A800",0x00(0)
38.463,2210B0,"6210B028",0x28(40)
38.877,2210B9,"6210B917",0x17(23)
39.042,2210B1,"6210B100",0x00(0)
39.097,2210C1,"6210C134",0x34(52)
39.155,2210B4,"6210B426",0x26(38)
40.581,2210A8,"?",ERR
40.627,2210B0,"6210A800",0x00(0)
40.678,2210B9,"6210B913",0x13(19)
41.101,223050,"7F2231",ERR
41.437,2210D2,"6210D23B",0x3B(59)
42.711,2210A8,"6210A800",0x00(0)
42.766,2210B0,"6210B028",0x28(40)
42.814,2210B9,"6210B914",0x14(20)
44.327,2210A8,"6210A800",0x00(0)
44.378,2210B0,"6210B028",0x28(40)
44.465,2210B9,"6210B917",0x17(23)
44.726,2210B1,"6210B100",0x00(0)
44.770,2210C1,"6210C138",0x38(56)
44.828,2210B4,"6210B430",0x30(48)
45.847,2210A8,"6210A800",0x00(0)
46.037,2210B0,"6210B028",0x28(40)
46.183,2210B9,"6210B913",0x13(19)
47.209,223050,"7F2231",ERR
47.311,2210D2,"6210D23B",0x3B(59)
48.367,2210A8,"6210A84A",0x4A(74)
48.411,2210B0,"6210B028",0x28(40)
48.462,2210B9,"6210B915",0x15(21)
49.619,2210A8,"6210A800",0x00(0)
49.665,2210B0,"6210B028",0x28(40)
49.765,2210B9,"6210B917",0x17(23)
50.457,2210B1,"6210B100",0x00(0)
50.501,2210C1,"6210C129",0x29(41)
50.548,2210B4,"6210B434",0x34(52)
51.433,2210A8,"6210A800",0x00(0)
51.491,2210B0,"6210B028",0x28(40)
51.548,2210B9,"6210B913",0x13(19)
52.518,223050,"7F2231",ERR
52.621,2210D2,"6210D23B",0x3B(59)
53.585,2210A8,"6210A800",0x00(0)
53.775,2210B0,"6210B028",0x28(40)
53.949,2210B9,"6210B915",0x15(21)
55.459,2210A8,"12",ERR
55.466,2210B0,"OK",ERR
55.654,2210B9,"STOPPED",ERR
56.802,2210A8,"6210A800",0x00(0)
56.861,2210B0,"6210B028",0x28(40)
56.917,2210B9,"6210B917",0x17(23)
56.964,2210B1,"6210B100",0x00(0)
57.008,2210C1,"6210C129",0x29(41)
57.057,2210B4,"6210B42D",0x2D(45)
58.242,2210A8,"6210A800",0x00(0)
58.290,2210B0,"6210B028",0x28(40)
58.346,2210B9,"6210B916",0x16(22)
59.078,223050,"7F2231",ERR
59.168,2210D2,"6210D23B",0x3B(59)
60.573,2210A8,"6210A84A",0x4A(74)
60.736,2210B0,"6210B028",0x28(40)
60.795,2210B9,"6210B916",0x16(22)
61.965,2210A8,"6210A800",0x00(0)
62.012,2210B0,"6210B028",0x28(40)
62.069,2210B9,"6210B916",0x16(22)
62.680,2210B1,"6210B100",0x00(0)
62.736,2210C1,"6210C12E",0x2E(46)
62.780,2210B4,"6210B42E",0x2E(46)
63.810,2210A8,"6210A800",0x00(0)
63.861,2210B0,"6210B028",0x28(40)
63.918,2210B9,"6210B917",0x17(23)
64.772,223050,"7F2231",ERR
64.897,2210D2,"6210D23B",0x3B(59)
66.524,2210A8,"?",ERR
66.566,2210B0,"6210A800",0x00(0)
66.613,2210B9,"6210B915",0x15(21)
67.769,2210A8,"6210A800",0x00(0)
67.817,2210B0,"6210B028",0x28(40)
67.881,2210B9,"6210B917",0x17(23)
68.490,2210B1,"?",ERR
68.542,2210C1,"6210B100",0x00(0)
68.585,2210B4,"6210B435",0x35(53)
69.745,2210A8,"OK",ERR
69.867,2210B0,"6210A800",0x00(0)
69.937,2210B9,"6210B028",0x28(40)
70.444,223050,"OK",ERR
70.503,2210D2,"OK",ERR
71.409,2210A8,"6210A800",0x00(0)
71.457,2210B0,"6210B028",0x28(40)
71.522,2210B9,"6210B917",0x17(23)
72.845,2210A8,"6210A84A",0x4A(74)
73.076,2210B0,"6210B028",0x28(40)
73.157,2210B9,"6210B914",0x14(20)
74.682,2210A8,"6210A800",0x00(0)
74.799,2210B0,"6210B028",0x28(40)
75.008,2210B9,"6210B916",0x16(22)
75.161,2210B1,"6210B100",0x00(0)
75.220,2210C1,"6210C121",0x21(33)
75.275,2210B4,"6210B42F",0x2F(47)
76.363,2210A8,"6210A800",0x00(0)
76.422,2210B0,"6210B028",0x28(40)
76.477,2210B9,"6210B916",0x16(22)
77.172,223050,"7F2231",ERR
77.260,2210D2,"6210D23B",0x3B(59)
79.115,2210A8,"410784",ERR
79.201,2210B0,"OK",ERR
79.262,2210B9,"6210A800STOPPED",ERR
80.429,2210A8,"6210A849",0x49(73)
80.544,2210B0,"6210B028",0x28(40)
80.760,2210B9,"6210B915",0x15(21)
81.078,2210B1,"6210B100",0x00(0)
81.124,2210C1,"6210C138",0x38(56)
81.181,2210B4,"6210B432",0x32(50)
82.197,2210A8,"6210A800",0x00(0)
82.241,2210B0,"6210B028",0x28(40)
82.283,2210B9,"6210B915",0x15(21)
83.126,223050,"7F2231",ERR
83.209,2210D2,"6210D23C",0x3C(60)
84.676,2210A8,"6210A800",0x00(0)
84.721,2210B0,"6210B028",0x28(40)
84.767,2210B9,"6210B915",0x15(21)
85.926,2210A8,"6210A800",0x00(0)
85.970,2210B0,"6210B028",0x28(40)
86.029,2210B9,"6210B915",0x15(21)
86.715,2210B1,"6210B100",0x00(0)
86.758,2210C1,"6210C13B",0x3B(59)
86.815,2210B4,"6210B430",0x30(48)
87.701,2210A8,"6210A849",0x49(73)
87.759,2210B0,"6210B028",0x28(40)
87.815,2210B9,"6210B915",0x15(21)
88.847,223050,"7F2231",ERR
88.951,2210D2,"6210D23C",0x3C(60)
89.943,2210A8,"6210A800",0x00(0)
89.996,2210B0,"6210B028",0x28(40)
90.180,2210B9,"6210B916",0x16(22)
91.488,2210A8,"6210A848",0x48(72)
91.543,2210B0,"6210B028",0x28(40)
91.616,2210B9,"6210B916",0x16(22)
92.849,2210A8,"6210A800",0x00(0)
93.142,2210B0,"6210B028",0x28(40)
93.289,2210B9,"6210B916",0x16(22)
93.333,2210B1,"6210B100",0x00(0)
93.389,2210C1,"6210C114",0x14(20)
93.434,2210B4,"6210B432",0x32(50)
94.659,2210A8,"6210A800",0x00(0)
94.756,2210B0,"6210B028",0x28(40)
94.920,2210B9,"6210B915",0x15(21)
95.478,223050,"7F2231",ERR
95.578,2210D2,"6210D23C",0x3C(60)
97.045,2210A8,"6210A800",0x00(0)
97.119,2210B0,"6210B028",0x28(40)
97.175,2210B9,"6210B915",0x15(21)
98.406,2210A8,"6210A849",0x49(73)
98.457,2210B0,"6210B028",0x28(40)
98.513,2210B9,"6210B916",0x16(22)
99.059,2210B1,"6210B100",0x00(0)
99.108,2210C1,"6210C12E",0x2E(46)
99.160,2210B4,"6210B426",0x26(38)
100.198,2210A8,"6210A84A",0x4A(74)
100.243,2210B0,"6210B028",0x28(40)
100.296,2210B9,"6210B917",0x17(23)
101.231,223050,"7F2231",ERR
101.340,2210D2,"6210D23C",0x3C(60)
102.594,2210A8,"6210A849",0x49(73)
102.797,2210B0,"6210B028",0x28(40)
102.850,2210B9,"6210B917",0x17(23)
104.372,2210A8,"410784",ERR
104.437,2210B0,"OK",ERR
104.466,2210B9,"6210A800",0x00(0)
104.898,2210B1,"",ERR
104.922,2210C1,"6210B100STOPPED",ERR
104.942,2210B4,"STOPPED",ERR
105.540,2210A8,"6210A800",0x00(0)
105.685,2210B0,"6210B028",0x28(40)
105.740,2210B9,"6210B915",0x15(21)
106.824,223050,"7F2231",ERR
106.907,2210D2,"6210D23C",0x3C(60)
107.849,2210A8,"6210A800",0x00(0)
107.901,2210B0,"6210B028",0x28(40)
107.955,2210B9,"6210B915",0x15(21)
109.383,2210A8,"6210A849",0x49(73)
109.516,2210B0,"6210B028",0x28(40)
109.569,2210B9,"6210B916",0x16(22)
110.759,2210A8,"6210A800",0x00(0)
110.806,2210B0,"6210B028",0x28(40)
110.862,2210B9,"6210B918",0x18(24)
110.919,2210B1,"6210B100",0x00(0)
110.979,2210C1,"6210C138",0x38(56)
111.037,2210B4,"6210B42A",0x2A(42)
112.566,2210A8,"6210A849",0x49(73)
112.615,2210B0,"6210B09A",0x9A(154)
112.662,2210B9,"6210B915",0x15(21)
113.445,223050,"7F2231",ERR
113.596,2210D2,"6210D23C",0x3C(60)
114.881,2210A8,"6210A849",0x49(73)
114.941,2210B0,"6210B02A",0x2A(42)
115.118,2210B9,"6210B915",0x15(21)
116.492,2210A8,"6210A800",0x00(0)
116.539,2210B0,"6210B028",0x28(40)
116.596,2210B9,"6210B915",0x15(21)
117.018,2210B1,"6210B100",0x00(0)
117.175,2210C1,"6210C130",0x30(48)
117.248,2210B4,"6210B430",0x30(48)
118.333,2210A8,"6210A800",0x00(0)
118.391,2210B0,"6210B028",0x28(40)
118.436,2210B9,"6210B916",0x16(22)
120.149,223050,"7F2231",ERR
120.292,2210D2,"6210D23D",0x3D(61)
121.441,2210A8,"6210A800",0x00(0)
121.500,2210B0,"6210B028",0x28(40)
121.550,2210B9,"6210B917",0x17(23)
123.063,2210A8,"6210A849",0x49(73)
123.110,2210B0,"6210B028",0x28(40)
123.166,2210B9,"6210B915",0x15(21)
123.718,2210B1,"6210B100",0x00(0)
123.914,2210C1,"6210C128",0x28(40)
124.026,2210B4,"6210B42D",0x2D(45)
124.898,2210A8,"6210A800",0x00(0)
124.954,2210B0,"6210B028",0x28(40)
125.008,2210B9,"6210B915",0x15(21)
126.057,223050,"7F2231",ERR
126.166,2210D2,"6210D23D",0x3D(61)
127.064,2210A8,"6210A849",0x49(73)
127.116,2210B0,"6210B028",0x28(40)
127.172,2210B9,"6210B916",0x16(22)
128.698,2210A8,"6210A849",0x49(73)
128.755,2210B0,"6210B028",0x28(40)
128.804,2210B9,"6210B916",0x16(22)
129.972,2210A8,"6210A849",0x49(73)
130.034,2210B0,"6210B028",0x28(40)
130.078,2210B9,"6210B916",0x16(22)
130.132,2210B1,"6210B100",0x00(0)
130.226,2210C1,"6210C128",0x28(40)
130.471,2210B4,"6210B42C",0x2C(44)
131.771,2210A8,"6210A849",0x49(73)
131.831,2210B0,"6210B028",0x28(40)
131.890,2210B9,"6210B916",0x16(22)
132.643,223050,"7F2231",ERR
132.792,2210D2,"6210D23D",0x3D(61)
134.097,2210A8,"6210A800",0x00(0)
134.254,2210B0,"6210B028",0x28(40)
134.408,2210B9,"6210B916",0x16(22)
135.692,2210A8,"6210A800",0x00(0)
135.750,2210B0,"6210B028",0x28(40)
135.796,2210B9,"6210B916",0x16(22)
136.307,2210B1,"6210B100",0x00(0)
136.393,2210C1,"6210C12E",0x2E(46)
136.446,2210B4,"6210B431",0x31(49)
137.476,2210A8,"6210A800",0x00(0)
137.556,2210B0,"6210B028",0x28(40)
137.600,2210B9,"6210B915",0x15(21)
138.492,223050,"7F2231",ERR
138.609,2210D2,"6210D23D",0x3D(61)
139.744,2210A8,"6210A849",0x49(73)
139.802,2210B0,"6210B028",0x28(40)
139.859,2210B9,"6210B915",0x15(21)
141.369,2210A8,"6210A800",0x00(0)
141.426,2210B0,"6210B028",0x28(40)
141.481,2210B9,"6210B915",0x15(21)
142.221,2210B1,"6210B100",0x00(0)
142.280,2210C1,"6210C137",0x37(55)
142.341,2210B4,"6210B421",0x21(33)
143.255,2210A8,"6210A800",0x00(0)
143.318,2210B0,"6210B028",0x28(40)
143.410,2210B9,"6210B916",0x16(22)
145.151,223050,"7F2231",ERR
145.270,2210D2,"6210D23E",0x3E(62)
146.201,2210A8,"6210A800",0x00(0)
146.256,2210B0,"6210B028",0x28(40)
146.314,2210B9,"6210B916",0x16(22)
147.578,2210A8,"6210A849",0x49(73)
147.758,2210B0,"6210B028",0x28(40)
147.942,2210B9,"6210B915",0x15(21)
149.150,2210A8,"6210A849",0x49(73)
149.203,2210B0,"6210B028",0x28(40)
149.263,2210B9,"6210B915",0x15(21)
149.311,2210B1,"6210B100",0x00(0)
149.364,2210C1,"6210C114",0x14(20)
149.559,2210B4,"6210B420",0x20(32)
150.922,2210A8,"6210A849",0x49(73)
150.971,2210B0,"6210B028",0x28(40)
151.035,2210B9,"6210B915",0x15(21)
151.799,223050,"7F2231",ERR
151.915,2210D2,"6210D23E",0x3E(62)
153.176,2210A8,"6210A800",0x00(0)
153.254,2210B0,"6210B09A",0x9A(154)
153.405,2210B9,"6210B914",0x14(20)
154.807,2210A8,"6210A848",0x48(72)
154.862,2210B0,"6210B02A",0x2A(42)
154.908,2210B9,"6210B917",0x17(23)
155.385,2210B1,"6210B100",0x00(0)
155.532,2210C1,"6210C100",0x00(0)
155.581,2210B4,"6210B433",0x33(51)
156.590,2210A8,"6210A849",0x49(73)
156.646,2210B0,"6210B09B",0x9B(155)
156.697,2210B9,"6210B913",0x13(19)
157.605,223050,"7F2231",ERR
157.710,2210D2,"6210D23E",0x3E(62)
158.798,2210A8,"6210A849",0x49(73)
158.856,2210B0,"6210B02B",0x2B(43)
158.911,2210B9,"6210B915",0x15(21)
160.408,2210A8,"6210A848",0x48(72)
160.465,2210B0,"6210B028",0x28(40)
160.524,2210B9,"6210B914",0x14(20)
161.225,2210B1,"6210B100",0x00(0)
161.312,2210C1,"6210C112",0x12(18)
161.370,2210B4,"6210B420",0x20(32)
161.992,2210A8,"6210A800",0x00(0)
162.184,2210B0,"6210B028",0x28(40)
162.346,2210B9,"6210B916",0x16(22)
163.472,223050,"7F2231",ERR
163.579,2210D2,"6210D23F",0x3F(63)
164.501,2210A8,"6210A800",0x00(0)
164.557,2210B0,"6210B028",0x28(40)
164.615,2210B9,"6210B914",0x14(20)
166.214,2210A8,"6210A800",0x00(0)
166.270,2210B0,"6210B028",0x28(40)
166.328,2210B9,"6210B915",0x15(21)
167.634,2210A8,"6210A800",0x00(0)
167.687,2210B0,"6210B028",0x28(40)
167.855,2210B9,"6210B915",0x15(21)
168.048,2210B1,"6210B100",0x00(0)
168.115,2210C1,"6210C114",0x14(20)
168.175,2210B4,"6210B41E",0x1E(30)
169.396,2210A8,"6210A848",0x48(72)
169.448,2210B0,"6210B028",0x28(40)
169.505,2210B9,"6210B915",0x15(21)
170.277,223050,"7F2231",ERR
170.375,2210D2,"6210D23F",0x3F(63)
171.915,2210A8,"6210A849",0x49(73)
171.976,2210B0,"6210B028",0x28(40)
172.033,2210B9,"6210B915",0x15(21)
173.220,2210A8,"6210A800",0x00(0)
173.264,2210B0,"6210B028",0x28(40)
173.322,2210B9,"6210B916",0x16(22)
173.884,2210B1,"6210B100",0x00(0)
173.930,2210C1,"6210C125",0x25(37)
173.987,2210B4,"6210B420",0x20(32)
175.020,2210A8,"6210A800",0x00(0)
175.069,2210B0,"6210B028",0x28(40)
175.121,2210B9,"6210B916",0x16(22)
175.962,223050,"7F2231",ERR
176.062,2210D2,"6210D23F",0x3F(63)
177.174,2210A8,"6210A848",0x48(72)
177.228,2210B0,"6210B028",0x28(40)
177.286,2210B9,"6210B914",0x14(20)
178.612,2210A8,"6210A800",0x00(0)
178.704,2210B0,"6210B028",0x28(40)
178.772,2210B9,"6210B916",0x16(22)
179.246,2210B1,"6210B100",0x00(0)
179.305,2210C1,"6210C100",0x00(0)
179.362,2210B4,"6210B42F",0x2F(47)
179.976,2210A8,"6210A848",0x48(72)
180.025,2210B0,"6210B09A",0x9A(154)
180.100,2210B9,"6210B915",0x15(21)
180.901,223050,"7F2231",ERR
181.045,2210D2,"6210D23F",0x3F(63)
182.149,2210A8,"6210A848",0x48(72)
182.195,2210B0,"6210B02A",0x2A(42)
182.246,2210B9,"6210B916",0x16(22)
183.553,2210A8,"6210A800",0x00(0)
183.610,2210B0,"6210B028",0x28(40)
183.675,2210B9,"6210B916",0x16(22)
185.342,2210A8,"6210A800",0x00(0)
185.399,2210B0,"6210B028",0x28(40)
185.459,2210B9,"6210B916",0x16(22)
185.512,2210B1,"6210B100",0x00(0)
185.578,2210C1,"6210C136",0x36(54)
185.804,2210B4,"6210B430",0x30(48)
188.389,2210A8,"6210A847",0x47(71)
188.465,2210B0,"6210B09A",0x9A(154)
188.535,2210B9,"6210B914",0x14(20)
189.683,223050,"7F2231",ERR
190.149,2210D2,"6210D240",0x40(64)
191.360,2210A8,"?",ERR
191.390,2210B0,"6210A800STOPPED",ERR
191.391,2210B9,"",ERR
192.160,2210A8,"6210A847",0x47(71)
192.230,2210B0,"6210B02B",0x2B(43)
192.279,2210B9,"6210B916",0x16(22)
192.844,2210B1,"6210B103",0x03(3)
192.904,2210C1,"6210C129",0x29(41)
192.956,2210B4,"6210B42C",0x2C(44)
193.985,2210A8,"6210A800",0x00(0)
194.047,2210B0,"6210B028",0x28(40)
194.094,2210B9,"6210B915",0x15(21)
195.019,223050,"7F2231",ERR
195.138,2210D2,"6210D240",0x40(64)
196.574,2210A8,"6210A848",0x48(72)
196.630,2210B0,"6210B028",0x28(40)
196.677,2210B9,"6210B916",0x16(22)
197.877,2210A8,"6210A848",0x48(72)
197.936,2210B0,"6210B028",0x28(40)
198.000,2210B9,"6210B914",0x14(20)
198.661,2210B1,"6210B102",0x02(2)
198.721,2210C1,"6210C137",0x37(55)
198.780,2210B4,"6210B424",0x24(36)
199.674,2210A8,"6210A848",0x48(72)
199.734,2210B0,"6210B028",0x28(40)
199.784,2210B9,"6210B915",0x15(21)
200.864,223050,"7F2231",ERR
200.961,2210D2,"6210D240",0x40(64)
201.974,2210A8,"6210A848",0x48(72)
202.174,2210B0,"6210B028",0x28(40)
202.318,2210B9,"6210B915",0x15(21)
203.465,2210A8,"6210A848",0x48(72)
203.530,2210B0,"6210B028",0x28(40)
203.580,2210B9,"6210B916",0x16(22)
204.790,2210A8,"6210A800",0x00(0)
204.989,2210B0,"6210B028",0x28(40)
205.180,2210B9,"6210B915",0x15(21)
205.235,2210B1,"6210B106",0x06(6)
205.306,2210C1,"6210C127",0x27(39)
205.367,2210B4,"6210B425",0x25(37)
206.579,2210A8,"6210A800",0x00(0)
206.625,2210B0,"6210B028",0x28(40)
206.719,2210B9,"6210B914",0x14(20)
207.415,223050,"7F2231",ERR
207.510,2210D2,"6210D241",0x41(65)
209.035,2210A8,"6210A800",0x00(0)
209.096,2210B0,"6210B028",0x28(40)
209.156,2210B9,"6210B915",0x15(21)
210.087,2210A8,"?",ERR
210.142,2210B0,"6210A847",0x47(71)
210.200,2210B9,"6210B915",0x15(21)
210.453,2210B1,"6210B106",0x06(6)
210.532,2210C1,"6210C12F",0x2F(47)
210.729,2210B4,"6210B423",0x23(35)
211.884,2210A8,"6210A800",0x00(0)
211.942,2210B0,"6210B028",0x28(40)
211.998,2210B9,"6210B916",0x16(22)
212.911,223050,"7F2231",ERR
213.027,2210D2,"6210D241",0x41(65)
214.113,2210A8,"6210A847",0x47(71)
214.164,2210B0,"6210B028",0x28(40)
214.218,2210B9,"6210B916",0x16(22)
215.700,2210A8,"6210A800",0x00(0)
215.759,2210B0,"6210B028",0x28(40)
215.812,2210B9,"6210B916",0x16(22)
216.281,2210B1,"6210B105",0x05(5)
216.335,2210C1,"6210C12F",0x2F(47)
216.401,2210B4,"6210B423",0x23(35)
217.611,2210A8,"6210A800",0x00(0)
217.686,2210B0,"6210B028",0x28(40)
217.748,2210B9,"6210B915",0x15(21)
218.807,223050,"7F2231",ERR
218.920,2210D2,"6210D241",0x41(65)
219.824,2210A8,"6210A848",0x48(72)
219.896,2210B0,"6210B028",0x28(40)
219.953,2210B9,"6210B915",0x15(21)
221.190,2210A8,"6210A800",0x00(0)
221.378,2210B0,"6210B028",0x28(40)
221.539,2210B9,"6210B913",0x13(19)
222.794,2210A8,"6210A800",0x00(0)
222.850,2210B0,"6210B028",0x28(40)
222.895,2210B9,"6210B917",0x17(23)
222.939,2210B1,"6210B100",0x00(0)
222.994,2210C1,"6210C129",0x29(41)
223.043,2210B4,"6210B422",0x22(34)
224.998,2210A8,"6210A800",0x00(0)
225.202,2210B0,"6210B028",0x28(40)
225.351,2210B9,"6210B914",0x14(20)
225.770,223050,"7F2231",ERR
225.857,2210D2,"6210D242",0x42(66)
227.370,2210A8,"6210A800",0x00(0)
227.440,2210B0,"6210B028",0x28(40)
227.496,2210B9,"6210B917",0x17(23)
228.587,2210A8,"6210A800",0x00(0)
228.646,2210B0,"6210B028",0x28(40)
228.721,2210B9,"6210B914",0x14(20)
229.310,2210B1,"6210B100",0x00(0)
229.354,2210C1,"6210C12E",0x2E(46)
229.402,2210B4,"6210B436",0x36(54)
230.402,2210A8,"6210A848",0x48(72)
230.457,2210B0,"6210B028",0x28(40)
230.508,2210B9,"6210B917",0x17(23)
231.360,223050,"7F2231",ERR
231.474,2210D2,"6210D242",0x42(66)
232.579,2210A8,"6210A800",0x00(0)
232.742,2210B0,"6210B028",0x28(40)
233.013,2210B9,"6210B915",0x15(21)
234.220,2210A8,"6210A847",0x47(71)
234.279,2210B0,"6210B028",0x28(40)
234.325,2210B9,"6210B916",0x16(22)
235.030,2210B1,"6210B100",0x00(0)
235.090,2210C1,"6210C137",0x37(55)
235.157,2210B4,"6210B42F",0x2F(47)
236.046,2210A8,"6210A800",0x00(0)
236.103,2210B0,"6210B028",0x28(40)
236.163,2210B9,"6210B913",0x13(19)
237.251,223050,"7F2231",ERR
237.354,2210D2,"6210D242",0x42(66)
238.903,2210A8,"OK",ERR
239.027,2210B0,"6210A845",0x45(69)
239.060,2210B9,"6210B028",0x28(40)
239.832,2210A8,"6210A845",0x45(69)
239.894,2210B0,"6210B028",0x28(40)
239.949,2210B9,"6210B916",0x16(22)
241.136,2210A8,"6210A800",0x00(0)
241.182,2210B0,"6210B028",0x28(40)
241.234,2210B9,"6210B916",0x16(22)
241.307,2210B1,"6210B100412FBA",0x00(0)+0x41(65)
241.499,2210C1,"6210C12C",0x2C(44)
241.698,2210B4,"6210B41B",0x1B(27)
242.907,2210A8,"6210A848",0x48(72)
242.962,2210B0,"6210B028",0x28(40)
243.009,2210B9,"6210B914",0x14(20)
243.698,223050,"7F2231",ERR
243.799,2210D2,"6210D242",0x42(66)
245.460,2210A8,"410784STOPPED",ERR
245.467,2210B0,"?",ERR
245.489,2210B9,"6210B09ASTOPPED",ERR
246.727,2210A8,"6210A800",0x00(0)
246.775,2210B0,"6210B09D",0x9D(157)
246.826,2210B9,"6210B915",0x15(21)
247.420,2210B1,"6210B103",0x03(3)
247.481,2210C1,"6210C129",0x29(41)
247.541,2210B4,"6210B42F",0x2F(47)
248.569,2210A8,"6210A800",0x00(0)
248.630,2210B0,"6210B02A",0x2A(42)
248.686,2210B9,"6210B916",0x16(22)
249.622,223050,"7F2231",ERR
249.732,2210D2,"6210D242",0x42(66)
250.799,2210A8,"6210A848",0x48(72)
250.871,2210B0,"6210B028",0x28(40)
251.074,2210B9,"6210B916",0x16(22)
252.444,2210A8,"6210A800",0x00(0)
252.504,2210B0,"6210B028",0x28(40)
252.559,2210B9,"6210B915",0x15(21)
253.230,2210B1,"6210B103",0x03(3)
253.284,2210C1,"6210C129",0x29(41)
253.343,2210B4,"6210B430",0x30(48)
254.188,2210A8,"6210A847",0x47(71)
254.242,2210B0,"6210B028",0x28(40)
254.344,2210B9,"6210B916",0x16(22)
255.303,223050,"7F2231",ERR
255.434,2210D2,"6210D242",0x42(66)
256.348,2210A8,"6210A800",0x00(0)
256.403,2210B0,"6210B028",0x28(40)
256.469,2210B9,"6210B915",0x15(21)
258.016,2210A8,"6210A847",0x47(71)
258.126,2210B0,"6210B028",0x28(40)
258.188,2210B9,"6210B916",0x16(22)
259.403,2210A8,"6210A847",0x47(71)
259.503,2210B0,"6210B028",0x28(40)
259.554,2210B9,"6210B914",0x14(20)
259.635,2210B1,"6210B105",0x05(5)
259.689,2210C1,"6210C114",0x14(20)
259.774,2210B4,"6210B431",0x31(49)
261.056,2210A8,"6210A800",0x00(0)
261.127,2210B0,"6210B028",0x28(40)
261.194,2210B9,"6210B915",0x15(21)
261.944,223050,"7F2231",ERR
262.131,2210D2,"6210D243",0x43(67)
263.748,2210A8,"6210A800",0x00(0)
263.843,2210B0,"6210B028",0x28(40)
263.892,2210B9,"6210B915",0x15(21)
265.260,2210A8,"6210A847",0x47(71)
265.343,2210B0,"6210B028",0x28(40)
265.423,2210B9,"6210B914",0x14(20)
265.867,2210B1,"6210B105",0x05(5)
