elapsed_s,pid,raw,bytes
492.893,2210A8,"6210A800",0x00(0)
492.939,22101F,"7F2231",ERR
492.982,2210B0,"6210B027",0x27(39)
493.728,221022,"62102200",0x00(0)
493.774,2210A6,"6210A600",0x00(0)
493.822,2210A8,"6210A800",0x00(0)
493.883,22101F,"7F2231",ERR
493.931,2210B0,"6210B027",0x27(39)
494.212,2210B1,"6210B100",0x00(0)
494.878,221022,"62102200",0x00(0)
494.933,2210A6,"6210A61A",0x1A(26)
494.985,2210A8,"6210A844",0x44(68)
495.035,22101F,"7F2231",ERR
495.090,2210B0,"6210B027",0x27(39)
495.682,223050,"7F2231",ERR
495.738,22309A,"7F2231",ERR
495.832,22104F,"62104F73",0x73(115)
496.577,221022,"62102200",0x00(0)
496.630,2210A6,"6210A611",0x11(17)
496.697,2210A8,"6210A800",0x00(0)
496.751,22101F,"7F2231",ERR
496.802,2210B0,"6210B027",0x27(39)
497.541,221022,"62102200",0x00(0)
497.587,2210A6,"6210A610",0x10(16)
497.639,2210A8,"6210A844",0x44(68)
497.689,22101F,"7F2231",ERR
497.736,2210B0,"6210B027",0x27(39)
498.576,221022,"62102200",0x00(0)
498.620,2210A6,"6210A608",0x08(8)
498.673,2210A8,"6210A844",0x44(68)
498.730,22101F,"7F2231",ERR
498.779,2210B0,"6210B027",0x27(39)
