elapsed_s,pid,raw,bytes
21.630,22101F,"7F2231",ERR
21.695,2210B0,"6210B027",0x27(39)
22.745,221022,"62102200",0x00(0)
22.790,2210A6,"6210A627",0x27(39)
22.842,2210A8,"6210A84A",0x4A(74)
22.899,22101F,"7F2231",ERR
22.975,2210B0,"6210B027",0x27(39)
23.302,2210B1,"6210B107",0x07(7)
24.105,221022,"62102200",0x00(0)
24.161,2210A6,"6210A611",0x11(17)
24.209,2210A8,"6210A800",0x00(0)
24.290,22101F,"7F2231",ERR
24.350,2210B0,"6210B027",0x27(39)
24.960,223050,"7F2231",ERR
25.009,22309A,"7F2231",ERR
25.116,22104E,"62104E5A",0x5A(90)
25.166,221094,"62109494",0x94(148)
25.217,2210C9,"6210C93E",0x3E(62)
26.114,221022,"62102200",0x00(0)
26.167,2210A6,"6210A600",0x00(0)
26.220,2210A8,"6210A800",0x00(0)
26.275,22101F,"7F2231",ERR
26.320,2210B0,"6210B027",0x27(39)
27.124,221022,"62102200",0x00(0)
27.179,2210A6,"6210A600",0x00(0)
27.227,2210A8,"6210A849",0x49(73)
27.274,22101F,"7F2231",ERR
27.325,2210B0,"6210B027",0x27(39)
28.360,221022,"62102200",0x00(0)
28.410,2210A6,"6210A600",0x00(0)
28.460,2210A8,"6210A800",0x00(0)
28.508,22101F,"7F2231",ERR
28.560,2210B0,"6210B027",0x27(39)
28.618,2210B1,"6210B100",0x00(0)
29.399,221022,"62102200",0x00(0)
29.598,2210A6,"6210A600",0x00(0)
29.766,2210A8,"6210A800",0x00(0)
29.822,22101F,"7F2231",ERR
29.879,2210B0,"6210B027",0x27(39)
30.253,223050,"7F2231",ERR
30.296,22309A,"7F2231",ERR
30.402,22104E,"62104E5A",0x5A(90)
30.457,221094,"62109494",0x94(148)
30.505,2210C9,"6210C93E",0x3E(62)
31.420,221022,"62102200",0x00(0)
31.611,2210A6,"6210A600",0x00(0)
31.737,2210A8,"6210A800",0x00(0)
31.793,22101F,"7F2231",ERR
31.846,2210B0,"6210B027",0x27(39)
32.595,221022,"62102200",0x00(0)
32.649,2210A6,"6210A600",0x00(0)
32.696,2210A8,"6210A800",0x00(0)
32.753,22101F,"7F2231",ERR
32.812,2210B0,"6210B027",0x27(39)
32.989,2210B1,"6210B100",0x00(0)
33.951,221022,"62102200",0x00(0)
34.001,2210A6,"6210A619",0x19(25)
34.052,2210A8,"6210A800",0x00(0)
34.106,22101F,"7F2231",ERR
34.159,2210B0,"6210B027",0x27(39)
34.675,223050,"7F2231",ERR
34.726,22309A,"7F2231",ERR
34.819,22104E,"62104E5A",0x5A(90)
35.064,221094,"62109494",0x94(148)
35.208,2210C9,"6210C93F",0x3F(63)
35.964,221022,"62102200",0x00(0)
36.016,2210A6,"6210A61B",0x1B(27)
36.068,2210A8,"6210A800",0x00(0)
36.118,22101F,"7F2231",ERR
36.168,2210B0,"6210B027",0x27(39)
36.934,221022,"62102200",0x00(0)
37.113,2210A6,"6210A627",0x27(39)
37.281,2210A8,"6210A800",0x00(0)
37.350,22101F,"7F2231",ERR
37.394,2210B0,"6210B027",0x27(39)
37.705,2210B1,"6210B107",0x07(7)
38.241,221022,"62102200",0x00(0)
38.324,2210A6,"6210A62B",0x2B(43)
38.389,2210A8,"6210A800",0x00(0)
38.444,22101F,"7F2231",ERR
38.496,2210B0,"6210B027",0x27(39)
39.364,223050,"7F2231",ERR
39.414,22309A,"7F2231",ERR
39.527,22104E,"62104E5A",0x5A(90)
39.594,221094,"62109494",0x94(148)
39.655,2210C9,"6210C954",0x54(84)
40.243,221022,"62102200",0x00(0)
40.291,2210A6,"6210A624",0x24(36)
40.360,2210A8,"6210A849",0x49(73)
40.409,22101F,"7F2231",ERR
40.457,2210B0,"6210B027",0x27(39)
42.092,221022,"62102200",0x00(0)
42.174,2210A6,"6210A600",0x00(0)
42.235,2210A8,"6210A849",0x49(73)
42.306,22101F,"7F2231",ERR
42.349,2210B0,"6210B027",0x27(39)
43.405,221022,"62102200",0x00(0)
43.464,2210A6,"6210A600",0x00(0)
43.523,2210A8,"6210A800",0x00(0)
43.579,22101F,"7F2231",ERR
43.623,2210B0,"6210B09B",0x9B(155)
43.679,2210B1,"6210B100",0x00(0)
44.468,221022,"62102200",0x00(0)
44.529,2210A6,"6210A600",0x00(0)
44.607,2210A8,"6210A800",0x00(0)
44.764,22101F,"7F2231",ERR
44.974,2210B0,"6210B09B",0x9B(155)
45.385,223050,"7F2231",ERR
45.434,22309A,"7F2231",ERR
45.508,22104E,"62104E5A",0x5A(90)
45.555,221094,"62109494",0x94(148)
45.610,2210C9,"6210C93E",0x3E(62)
46.409,221022,"62102200",0x00(0)
46.491,2210A6,"6210A600",0x00(0)
46.669,2210A8,"6210A800",0x00(0)
46.852,22101F,"7F2231",ERR
46.904,2210B0,"6210B09E",0x9E(158)
47.685,221022,"62102200",0x00(0)
47.729,2210A6,"6210A600",0x00(0)
47.780,2210A8,"6210A800",0x00(0)
47.821,22101F,"7F2231",ERR
47.875,2210B0,"6210B029",0x29(41)
48.089,2210B1,"6210B100",0x00(0)
49.057,221022,"?",ERR
49.108,2210A6,"62102200",0x00(0)
49.158,2210A8,"6210A800",0x00(0)
49.210,22101F,"7F2231",ERR
49.256,2210B0,"6210B029",0x29(41)
49.778,223050,"7F2231",ERR
49.828,22309A,"7F2231",ERR
49.935,22104E,"62104E5A",0x5A(90)
49.990,221094,"62109494",0x94(148)
50.045,2210C9,"6210C951",0x51(81)
51.045,221022,"62102200",0x00(0)
51.115,2210A6,"6210A63F",0x3F(63)
51.185,2210A8,"6210A800",0x00(0)
51.239,22101F,"7F2231",ERR
51.288,2210B0,"6210B09B",0x9B(155)
52.188,221022,"62102200",0x00(0)
52.392,2210A6,"6210A665",0x65(101)
52.461,2210A8,"6210A800",0x00(0)
52.536,22101F,"7F2231",ERR
52.659,2210B0,"6210B09E",0x9E(158)
53.776,2210B1,"6210B102",0x02(2)
54.614,221022,"62102200",0x00(0)
54.701,2210A6,"6210A668",0x68(104)
54.752,2210A8,"6210A800",0x00(0)
54.808,22101F,"7F2231",ERR
54.854,2210B0,"6210B09F",0x9F(159)
56.160,223050,"OK",ERR
56.264,22309A,"OK",ERR
56.406,22104E,"OK",ERR
56.478,221094,"OK",ERR
56.541,2210C9,"62104E5A",0x5A(90)
56.931,221022,"62102200",0x00(0)
56.981,2210A6,"6210A665",0x65(101)
57.031,2210A8,"6210A800",0x00(0)
57.089,22101F,"7F2231",ERR
57.146,2210B0,"6210B09F",0x9F(159)
58.235,221022,"62102200",0x00(0)
58.302,2210A6,"6210A664",0x64(100)
58.477,2210A8,"6210A800",0x00(0)
58.647,22101F,"7F2231",ERR
58.695,2210B0,"6210B09F",0x9F(159)
59.734,221022,"62102200",0x00(0)
59.790,2210A6,"6210A635",0x35(53)
59.848,2210A8,"6210A800",0x00(0)
59.905,22101F,"7F2231",ERR
59.961,2210B0,"6210B09F",0x9F(159)
60.011,2210B1,"6210B100",0x00(0)
61.147,221022,"62102200",0x00(0)
61.335,2210A6,"6210A622",0x22(34)
61.434,2210A8,"6210A849",0x49(73)
61.485,22101F,"7F2231",ERR
61.537,2210B0,"6210B02A",0x2A(42)
61.953,223050,"7F2231",ERR
62.007,22309A,"7F2231",ERR
62.124,22104E,"62104E5A",0x5A(90)
62.328,221094,"62109494",0x94(148)
62.467,2210C9,"6210C93F",0x3F(63)
63.803,221022,"?",ERR
63.823,2210A6,"62102200STOPPED",ERR
63.841,2210A8,"STOPPED",ERR
63.857,22101F,"STOPPED",ERR
63.871,2210B0,"STOPPED",ERR
64.808,221022,"62102200",0x00(0)
64.861,2210A6,"6210A621",0x21(33)
65.016,2210A8,"6210A849",0x49(73)
65.175,22101F,"7F2231",ERR
65.295,2210B0,"6210B027",0x27(39)
65.484,2210B1,"6210B109",0x09(9)
66.435,221022,"62102200",0x00(0)
66.491,2210A6,"6210A620",0x20(32)
66.551,2210A8,"6210A800",0x00(0)
66.597,22101F,"7F2231",ERR
66.646,2210B0,"6210B027",0x27(39)
67.378,223050,"7F2231",ERR
67.431,22309A,"7F2231",ERR
67.510,22104E,"62104E5A",0x5A(90)
67.565,221094,"62109494",0x94(148)
67.617,2210C9,"6210C93F",0x3F(63)
68.657,221022,"62102200",0x00(0)
68.715,2210A6,"6210A63B",0x3B(59)
68.918,2210A8,"6210A849",0x49(73)
69.073,22101F,"7F2231",ERR
69.165,2210B0,"6210B09B",0x9B(155)
70.037,221022,"62102200",0x00(0)
70.109,2210A6,"6210A66F",0x6F(111)
70.167,2210A8,"6210A849",0x49(73)
70.265,22101F,"7F2231",ERR
70.367,2210B0,"6210B09B",0x9B(155)
70.846,2210B1,"6210B100",0x00(0)
71.710,221022,"62102200",0x00(0)
71.765,2210A6,"6210A614",0x14(20)
71.867,2210A8,"6210A800",0x00(0)
71.942,22101F,"7F2231",ERR
71.997,2210B0,"6210B09E",0x9E(158)
73.065,223050,"7F2231",ERR
73.172,22309A,"7F2231",ERR
73.392,22104E,"62104E5A",0x5A(90)
73.451,221094,"62109494",0x94(148)
73.497,2210C9,"6210C93F",0x3F(63)
74.593,221022,"62102200",0x00(0)
74.668,2210A6,"6210A61F",0x1F(31)
74.794,2210A8,"6210A800",0x00(0)
74.867,22101F,"7F2231",ERR
74.967,2210B0,"6210B02A",0x2A(42)
76.200,221022,"62102200",0x00(0)
76.275,2210A6,"6210A62B",0x2B(43)
76.356,2210A8,"6210A800",0x00(0)
76.406,22101F,"7F2231",ERR
76.484,2210B0,"6210B027",0x27(39)
77.637,221022,"62102200",0x00(0)
77.696,2210A6,"6210A626",0x26(38)
77.789,2210A8,"6210A849",0x49(73)
77.833,22101F,"7F2231",ERR
77.879,2210B0,"6210B027",0x27(39)
77.962,2210B1,"6210B10B",0x0B(11)
79.167,221022,"62102200",0x00(0)
79.245,2210A6,"6210A621",0x21(33)
79.325,2210A8,"6210A848",0x48(72)
79.411,22101F,"7F2231",ERR
79.482,2210B0,"6210B027",0x27(39)
80.208,223050,"7F2231",ERR
80.260,22309A,"7F2231",ERR
80.384,22104E,"62104E5A",0x5A(90)
80.432,221094,"62109494",0x94(148)
80.484,2210C9,"6210C93F",0x3F(63)
81.669,221022,"62102200",0x00(0)
81.840,2210A6,"6210A61C",0x1C(28)
81.963,2210A8,"6210A849",0x49(73)
82.009,22101F,"7F2231",ERR
82.065,2210B0,"6210B027",0x27(39)
83.550,221022,"OK",ERR
83.636,2210A6,"62102200",0x00(0)
83.725,2210A8,"6210A626",0x26(38)
83.814,22101F,"6210A800",0x00(0)
83.821,2210B0,"7F2231",ERR
83.895,2210B1,"",ERR
84.142,221022,"?",ERR
84.173,2210A6,"62102200STOPPED",ERR
84.204,2210A8,"STOPPED",ERR
84.228,22101F,"STOPPED",ERR
84.244,2210B0,"STOPPED",ERR
84.986,223050,"7F2231",ERR
85.039,22309A,"7F2231",ERR
85.117,22104E,"62104E5A",0x5A(90)
85.168,221094,"62109494",0x94(148)
85.216,2210C9,"6210C93F",0x3F(63)
86.213,221022,"62102200",0x00(0)
86.261,2210A6,"6210A622",0x22(34)
86.317,2210A8,"6210A800",0x00(0)
86.364,22101F,"7F2231",ERR
86.423,2210B0,"6210B027",0x27(39)
87.757,221022,"62102200",0x00(0)
87.811,2210A6,"6210A61E",0x1E(30)
87.860,2210A8,"6210A800",0x00(0)
87.915,22101F,"7F2231",ERR
87.971,2210B0,"6210B027",0x27(39)
88.336,2210B1,"6210B10D",0x0D(13)
89.207,221022,"62102200",0x00(0)
89.386,2210A6,"6210A61E",0x1E(30)
89.561,2210A8,"6210A800",0x00(0)
89.658,22101F,"7F2231",ERR
89.713,2210B0,"6210B027",0x27(39)
90.619,223050,"7F2231",ERR
90.663,22309A,"7F2231",ERR
90.761,22104E,"62104E5A",0x5A(90)
90.830,221094,"62109494",0x94(148)
90.880,2210C9,"6210C93F",0x3F(63)
91.772,221022,"62102200",0x00(0)
91.825,2210A6,"6210A61E",0x1E(30)
91.875,2210A8,"6210A849",0x49(73)
91.921,22101F,"7F2231",ERR
91.969,2210B0,"6210B027",0x27(39)
92.992,221022,"62102200",0x00(0)
93.051,2210A6,"6210A61D",0x1D(29)
93.097,2210A8,"6210A800",0x00(0)
93.203,22101F,"7F2231",ERR
93.384,2210B0,"6210B027",0x27(39)
94.563,221022,"62102200",0x00(0)
94.653,2210A6,"6210A61E",0x1E(30)
94.710,2210A8,"6210A800",0x00(0)
94.764,22101F,"7F2231",ERR
94.810,2210B0,"6210B027",0x27(39)
94.868,2210B1,"6210B10D",0x0D(13)
95.872,221022,"62102200",0x00(0)
95.971,2210A6,"6210A61E",0x1E(30)
96.147,2210A8,"6210A849",0x49(73)
96.303,22101F,"7F2231",ERR
96.353,2210B0,"6210B027",0x27(39)
96.768,223050,"7F2231",ERR
96.816,22309A,"7F2231",ERR
97.021,22104E,"62104E5A",0x5A(90)
97.228,221094,"62109494",0x94(148)
97.306,2210C9,"6210C93F",0x3F(63)
98.426,221022,"62102200",0x00(0)
98.494,2210A6,"6210A61E",0x1E(30)
98.545,2210A8,"6210A849",0x49(73)
98.593,22101F,"7F2231",ERR
98.654,2210B0,"6210B027",0x27(39)
99.683,221022,"62102200",0x00(0)
99.769,2210A6,"6210A61C",0x1C(28)
99.830,2210A8,"6210A800",0x00(0)
99.993,22101F,"7F2231",ERR
100.065,2210B0,"6210B027",0x27(39)
100.311,2210B1,"6210B10D",0x0D(13)
101.296,221022,"62102200",0x00(0)
101.343,2210A6,"6210A611",0x11(17)
101.397,2210A8,"6210A800",0x00(0)
101.455,22101F,"7F2231",ERR
101.512,2210B0,"6210B027",0x27(39)
102.442,223050,"7F2231",ERR
102.496,22309A,"7F2231",ERR
102.614,22104E,"62104E5A",0x5A(90)
102.671,221094,"62109494",0x94(148)
102.722,2210C9,"6210C93F",0x3F(63)
103.837,221022,"62102200",0x00(0)
104.071,2210A6,"6210A602",0x02(2)
104.241,2210A8,"6210A848",0x48(72)
104.297,22101F,"7F2231",ERR
104.346,2210B0,"6210B027",0x27(39)
105.962,221022,"OK",ERR
106.132,2210A6,"62102200STOPPED",ERR
106.168,2210A8,"NO DATA",ERR
106.203,22101F,"6210A800STOPPED",ERR
106.217,2210B0,"STOPPED",ERR
106.457,2210B1,"6210B100",0x00(0)
107.132,221022,"?",ERR
107.185,2210A6,"62102200",0x00(0)
107.233,2210A8,"6210A800",0x00(0)
107.284,22101F,"7F2231",ERR
107.327,2210B0,"6210B09B",0x9B(155)
108.240,223050,"7F2231",ERR
108.291,22309A,"7F2231",ERR
108.393,22104E,"62104E5A",0x5A(90)
108.443,221094,"62109494",0x94(148)
108.494,2210C9,"6210C92E",0x2E(46)
109.404,221022,"62102200",0x00(0)
109.450,2210A6,"6210A600",0x00(0)
109.511,2210A8,"6210A800",0x00(0)
109.567,22101F,"7F2231",ERR
109.648,2210B0,"6210B09E",0x9E(158)
110.977,221022,"62102200",0x00(0)
111.023,2210A6,"6210A600",0x00(0)
111.083,2210A8,"6210A800",0x00(0)
111.138,22101F,"7F2231",ERR
111.186,2210B0,"6210B09E",0x9E(158)
112.269,221022,"62102200",0x00(0)
112.326,2210A6,"6210A600",0x00(0)
112.374,2210A8,"6210A800",0x00(0)
112.425,22101F,"7F2231",ERR
112.593,2210B0,"6210B09E",0x9E(158)
112.795,2210B1,"6210B100",0x00(0)
113.834,221022,"62102200",0x00(0)
113.903,2210A6,"6210A600",0x00(0)
113.947,2210A8,"6210A800",0x00(0)
113.995,22101F,"7F2231",ERR
114.043,2210B0,"6210B09E",0x9E(158)
114.448,223050,"7F2231",ERR
114.634,22309A,"7F2231",ERR
114.862,22104E,"62104E5A",0x5A(90)
114.913,221094,"62109494",0x94(148)
114.970,2210C9,"6210C93F",0x3F(63)
116.089,221022,"62102200",0x00(0)
116.147,2210A6,"6210A600",0x00(0)
116.202,2210A8,"6210A800",0x00(0)
116.250,22101F,"7F2231",ERR
116.396,2210B0,"6210B09E",0x9E(158)
117.708,221022,"62102200",0x00(0)
117.753,2210A6,"6210A600",0x00(0)
117.811,2210A8,"6210A800",0x00(0)
117.861,22101F,"7F2231",ERR
117.909,2210B0,"6210B09E",0x9E(158)
118.127,2210B1,"6210B100",0x00(0)
119.048,221022,"62102200",0x00(0)
119.094,2210A6,"6210A600",0x00(0)
119.144,2210A8,"6210A800",0x00(0)
119.249,22101F,"7F2231",ERR
119.424,2210B0,"6210B09E",0x9E(158)
120.718,223050,"OK",ERR
120.791,22309A,"7F2231",ERR
120.901,22104E,"62104E5A",0x5A(90)
120.951,221094,"62109494",0x94(148)
121.004,2210C9,"6210C940",0x40(64)
122.226,221022,"62102200",0x00(0)
122.370,2210A6,"6210A600",0x00(0)
122.425,2210A8,"6210A846",0x46(70)
122.475,22101F,"7F2231",ERR
122.545,2210B0,"6210B027",0x27(39)
124.159,221022,"62102200",0x00(0)
124.329,2210A6,"6210A600",0x00(0)
124.396,2210A8,"6210A800",0x00(0)
124.445,22101F,"7F2231",ERR
124.493,2210B0,"6210B027",0x27(39)
124.774,2210B1,"6210B100",0x00(0)
125.634,221022,"62102200",0x00(0)
125.693,2210A6,"6210A600",0x00(0)
125.741,2210A8,"6210A800",0x00(0)
125.789,22101F,"7F2231",ERR
125.951,2210B0,"6210B027",0x27(39)
126.824,223050,"7F2231",ERR
127.034,22309A,"7F2231",ERR
127.263,22104E,"62104E5A",0x5A(90)
127.316,221094,"62109494",0x94(148)
127.379,2210C9,"6210C94F",0x4F(79)
127.490,223062,"7F2231",ERR
127.544,223048,"7F2231",ERR
127.596,223068,"7F2231",ERR
127.653,22304A,"7F2231",ERR
128.506,221022,"62102200",0x00(0)
128.564,2210A6,"6210A600",0x00(0)
128.608,2210A8,"6210A848",0x48(72)
128.665,22101F,"7F2231",ERR
128.711,2210B0,"6210B027",0x27(39)
129.901,221022,"62102200",0x00(0)
130.089,2210A6,"6210A600",0x00(0)
130.134,2210A8,"6210A800",0x00(0)
130.182,22101F,"7F2231",ERR
130.234,2210B0,"6210B027",0x27(39)
131.628,221022,"62102200",0x00(0)
131.896,2210A6,"6210A600",0x00(0)
132.006,2210A8,"6210A800",0x00(0)
132.061,22101F,"7F2231",ERR
132.115,2210B0,"6210B027",0x27(39)
132.161,2210B1,"6210B100",0x00(0)
133.209,221022,"62102200",0x00(0)
133.259,2210A6,"6210A600",0x00(0)
133.307,2210A8,"6210A847",0x47(71)
133.357,22101F,"7F2231",ERR
133.404,2210B0,"6210B027",0x27(39)
134.059,223050,"7F2231",ERR
134.103,22309A,"7F2231",ERR
134.210,22104E,"62104E5A",0x5A(90)
134.260,221094,"62109494",0x94(148)
134.322,2210C9,"6210C94F",0x4F(79)
134.419,223062,"7F2231",ERR
134.473,223048,"7F2231",ERR
134.520,223068,"7F2231",ERR
134.593,22304A,"7F2231",ERR
135.871,221022,"62102200",0x00(0)
135.922,2210A6,"6210A600",0x00(0)
135.977,2210A8,"6210A800",0x00(0)
136.023,22101F,"7F2231",ERR
136.069,2210B0,"6210B027",0x27(39)
137.435,221022,"62102200",0x00(0)
137.495,2210A6,"6210A64D",0x4D(77)
137.547,2210A8,"6210A800",0x00(0)
137.593,22101F,"7F2231",ERR
137.707,2210B0,"6210B09B",0x9B(155)
138.191,2210B1,"6210B100",0x00(0)
139.380,221022,"62102200",0x00(0)
139.540,2210A6,"6210A63E",0x3E(62)
139.691,2210A8,"6210A847",0x47(71)
139.844,22101F,"7F2231",ERR
140.051,2210B0,"6210B09E",0x9E(158)
141.090,223050,"7F2231",ERR
141.136,22309A,"7F2231",ERR
141.249,22104E,"62104E5A",0x5A(90)
141.303,221094,"62109494",0x94(148)
141.363,2210C9,"6210C964",0x64(100)
141.451,223062,"7F2231",ERR
141.502,223048,"7F2231",ERR
141.697,223068,"7F2231",ERR
141.891,22304A,"7F2231",ERR
142.908,221022,"62102200",0x00(0)
142.960,2210A6,"6210A645",0x45(69)
143.009,2210A8,"6210A847",0x47(71)
143.063,22101F,"7F2231",ERR
143.130,2210B0,"6210B09C",0x9C(156)
144.253,221022,"62102200",0x00(0)
144.315,2210A6,"6210A62E",0x2E(46)
144.372,2210A8,"6210A800",0x00(0)
144.425,22101F,"7F2231",ERR
144.540,2210B0,"6210B09E",0x9E(158)
145.113,2210B1,"6210B100",0x00(0)
146.022,221022,"62102200",0x00(0)
146.067,2210A6,"6210A631",0x31(49)
146.123,2210A8,"6210A800",0x00(0)
146.171,22101F,"7F2231",ERR
146.222,2210B0,"6210B02A",0x2A(42)
147.118,223050,"7F2231",ERR
147.185,22309A,"7F2231",ERR
147.311,22104E,"62104E5A",0x5A(90)
147.473,221094,"62109494",0x94(148)
147.676,2210C9,"6210C94A",0x4A(74)
147.758,223062,"7F2231",ERR
147.810,223048,"7F2231",ERR
147.855,223068,"7F2231",ERR
147.910,22304A,"7F2231",ERR
148.754,221022,"62102200",0x00(0)
148.808,2210A6,"6210A637",0x37(55)
148.868,2210A8,"6210A800",0x00(0)
148.915,22101F,"7F2231",ERR
148.970,2210B0,"6210B027",0x27(39)
150.059,221022,"62102200",0x00(0)
150.134,2210A6,"6210A636",0x36(54)
150.392,2210A8,"6210A847",0x47(71)
150.521,22101F,"7F2231",ERR
150.579,2210B0,"6210B027",0x27(39)
151.674,221022,"62102200",0x00(0)
151.720,2210A6,"6210A632",0x32(50)
151.771,2210A8,"6210A800",0x00(0)
151.830,22101F,"7F2231",ERR
151.887,2210B0,"6210B027",0x27(39)
151.948,2210B1,"6210B100",0x00(0)
153.411,221022,"62102200",0x00(0)
153.467,2210A6,"6210A633",0x33(51)
153.558,2210A8,"6210A800",0x00(0)
153.610,22101F,"7F2231",ERR
153.660,2210B0,"6210B027",0x27(39)
154.423,223050,"7F2231",ERR
154.471,22309A,"7F2231",ERR
154.584,22104E,"62104E5A",0x5A(90)
154.630,221094,"62109494",0x94(148)
154.703,2210C9,"6210C945",0x45(69)
154.833,223062,"7F2231",ERR
154.924,223048,"7F2231",ERR
155.133,223068,"7F2231",ERR
155.280,22304A,"7F2231",ERR
156.332,221022,"62102200",0x00(0)
156.403,2210A6,"6210A634",0x34(52)
156.457,2210A8,"6210A848",0x48(72)
156.503,22101F,"7F2231",ERR
156.559,2210B0,"6210B027",0x27(39)
157.671,221022,"62102200",0x00(0)
157.718,2210A6,"6210A633",0x33(51)
157.763,2210A8,"6210A800",0x00(0)
157.803,22101F,"7F2231",ERR
157.850,2210B0,"6210B027",0x27(39)
158.401,2210B1,"6210B100",0x00(0)
159.372,221022,"62102200",0x00(0)
159.420,2210A6,"6210A632",0x32(50)
159.473,2210A8,"6210A847",0x47(71)
159.522,22101F,"7F2231",ERR
159.579,2210B0,"6210B027",0x27(39)
160.407,223050,"7F2231",ERR
160.463,22309A,"7F2231",ERR
160.577,22104E,"62104E5A",0x5A(90)
160.635,221094,"62109494",0x94(148)
160.686,2210C9,"6210C942",0x42(66)
160.829,223062,"7F2231",ERR
161.044,223048,"7F2231",ERR
161.223,223068,"7F2231",ERR
161.279,22304A,"7F2231",ERR
162.262,221022,"62102200",0x00(0)
162.310,2210A6,"6210A632",0x32(50)
162.362,2210A8,"6210A800",0x00(0)
162.424,22101F,"7F2231",ERR
162.499,2210B0,"6210B027",0x27(39)
163.568,221022,"62102200",0x00(0)
163.613,2210A6,"6210A62F",0x2F(47)
163.668,2210A8,"6210A848",0x48(72)
163.860,22101F,"7F2231",ERR
164.074,2210B0,"6210B027",0x27(39)
164.421,2210B1,"6210B100",0x00(0)
165.318,221022,"62102200",0x00(0)
165.373,2210A6,"6210A62D",0x2D(45)
